"Provider"	"EventID"	"#"	"ValueHEX"	"ValueDEC"	"Name"	"Displayname"
"Microsoft-Windows-StorDiag"	"208"	"7"	"0x4000000007e00000"	"4611686018427387904, 67108864, 33554432, 16777216, 8388608, 4194304, 2097152, "	", LowMemoryWrite, LowMemoryRead, PagingWrite, PagingRead, Write, Read, "	", Low memory write request, Low memory Read request, Paging Write request, Paging Read request, Write request, Read request, "
"Microsoft-Windows-PushNotifications-Platform"	"1101"	"4"	"0x400000000a004000"	"4611686018427387904, 134217728, 33554432, 16384, "	", wpndebug_connectivity_error, wpndebug_connectivity, wpnprv, "	", Developer Debug: Debugging Cloud Connectivity - errors, Developer Debug: Debugging Cloud Connectivity, Connection Provider, "
"Microsoft-Windows-Resource-Exhaustion-Detector"	"1006"	"2"	"0x4000000010000000"	"4611686018427387904, 268435456, "	", RDR_DET_KEYWORD_LIFECYCLE, "	", Events related to lifecycle of resource exhaustion detector., "
"Microsoft-Windows-PushNotifications-Platform"	"2150"	"4"	"0x4000000010800200"	"4611686018427387904, 268435456, 8388608, 512, "	", wpndebug_platform_setting, wpntroubleshoot, wpnend, "	", Developer Debug: Debugging Platform Setting Changes, WNP Transport Layer, Endpoint Manager, "
"Microsoft-Windows-AppXDeployment-Server"	"5605"	"2"	"0x4000000020000000"	"4611686018427387904, 536870912, "	", APPLYDATA_DEH_KEYWORD, "	", Apply Data Extension Handler Keyword, "
"Microsoft-Windows-AppXDeployment-Server"	"7921"	"2"	"0x4000000040000000"	"4611686018427387904, 1073741824, "	", ALARM_DEH_KEYWORD, "	", Alarm Extension Handler Keyword, "
"Microsoft-Windows-StorDiag"	"224"	"3"	"0x4000000040000080"	"4611686018427387904, 1073741824, 128, "	", IOCTL, SMR, "	", Device I/O control request, Shingled Magnetic Recording Drive Operation, "
"Microsoft-Windows-PushNotifications-Platform"	"2045"	"4"	"0x4000000040800200"	"4611686018427387904, 1073741824, 8388608, 512, "	", wpndebug_polling_error, wpntroubleshoot, wpnend, "	", Developer Debug: Debugging Polling Notification Delivery Errors, WNP Transport Layer, Endpoint Manager, "
"Microsoft-Windows-StorPort"	"221"	"3"	"0x4000000050000000"	"4611686018427387904, 1073741824, 268435456, "	", IOCTL, PassThrough, "	", Device I/O control request, Pass-Through request, "
"Microsoft-Windows-StorDiag"	"213"	"2"	"0x4000000080000000"	"4611686018427387904, 2147483648, "	", WMI, "	", WMI request, "
"Microsoft-Windows-PushNotifications-Platform"	"2048"	"3"	"0x4000000080000200"	"4611686018427387904, 2147483648, 512, "	", wpndev_NotificationE2E, wpnend, "	", Developer Support: End-to-End trace for new notification, Endpoint Manager, "
"Microsoft-Windows-PushNotifications-Platform"	"2203"	"4"	"0x4000000080000208"	"4611686018427387904, 2147483648, 512, 8, "	", wpndev_NotificationE2E, wpnend, wpndebug_raw_isolate, "	", Developer Support: End-to-End trace for new notification, Endpoint Manager, Developer Debug: Isolate Failures in Raw Notification Delivery, "
"Microsoft-Windows-PushNotifications-Platform"	"3051"	"3"	"0x4000000080000800"	"4611686018427387904, 2147483648, 2048, "	", wpndev_NotificationE2E, wpnui, "	", Developer Support: End-to-End trace for new notification, Presentation Layer API, "
"Microsoft-Windows-PushNotifications-Platform"	"3015"	"7"	"0x4000000080078800"	"4611686018427387904, 2147483648, 262144, 131072, 65536, 32768, 2048, "	", wpndev_NotificationE2E, wpnperf_NewCloudNotificationArrivalWithCloudImage, wpnperf_NewCloudNotificationArrival, wpnperf_FirstCloudNotificationWithCloudImage, wpnperf_FirstCloudNotification, wpnui, "	", Developer Support: End-to-End trace for new notification, Performance Scenario: New cloud notification refering cloud images arrives, Performance Scenario: New cloud notification arrives, Performance Scenario: First cloud notification with cloud image download, Performance Scenario: First cloud notification, Presentation Layer API, "
"Microsoft-Windows-PushNotifications-Platform"	"3024"	"6"	"0x4000000080150800"	"4611686018427387904, 2147483648, 1048576, 262144, 65536, 2048, "	", wpndev_NotificationE2E, wpnperf_MoGoPanningWithCloudImage, wpnperf_NewCloudNotificationArrivalWithCloudImage, wpnperf_FirstCloudNotificationWithCloudImage, wpnui, "	", Developer Support: End-to-End trace for new notification, Performance Scenario: MoGo is panning with downloading cloud images, Performance Scenario: New cloud notification refering cloud images arrives, Performance Scenario: First cloud notification with cloud image download, Presentation Layer API, "
"Microsoft-Windows-PushNotifications-Platform"	"3012"	"6"	"0x4000000080800803"	"4611686018427387904, 2147483648, 8388608, 2048, 2, 1, "	", wpndev_NotificationE2E, wpntroubleshoot, wpnui, wpndebug_localtoast_isolate, wpndebug_cloudtoast_isolate, "	", Developer Support: End-to-End trace for new notification, WNP Transport Layer, Presentation Layer API, Developer Debug: Isolate Failures in Local Toast Notification Delivery, Developer Debug: Isolate Failures in Cloud Toast Notification Delivery, "
"Microsoft-Windows-PushNotifications-Platform"	"2009"	"6"	"0x40000000a0800202"	"4611686018427387904, 2147483648, 536870912, 8388608, 512, 2, "	", wpndev_NotificationE2E, wpndebug_localtile_isolate, wpntroubleshoot, wpnend, wpndebug_localtoast_isolate, "	", Developer Support: End-to-End trace for new notification, Developer Debug: Isolate Failures in Local Tile Notification Delivery, WNP Transport Layer, Endpoint Manager, Developer Debug: Isolate Failures in Local Toast Notification Delivery, "
"Microsoft-Windows-PushNotifications-Platform"	"3013"	"10"	"0x40000000a1878800"	"4611686018427387904, 2147483648, 536870912, 16777216, 8388608, 262144, 131072, 65536, 32768, 2048, "	", wpndev_NotificationE2E, wpndebug_localtile_isolate, wpndebug_cloudtile_isolate, wpntroubleshoot, wpnperf_NewCloudNotificationArrivalWithCloudImage, wpnperf_NewCloudNotificationArrival, wpnperf_FirstCloudNotificationWithCloudImage, wpnperf_FirstCloudNotification, wpnui, "	", Developer Support: End-to-End trace for new notification, Developer Debug: Isolate Failures in Local Tile Notification Delivery, Developer Debug: Isolate Failures in Cloud Tile Notification Delivery, WNP Transport Layer, Performance Scenario: New cloud notification refering cloud images arrives, Performance Scenario: New cloud notification arrives, Performance Scenario: First cloud notification with cloud image download, Performance Scenario: First cloud notification, Presentation Layer API, "
"Microsoft-Windows-StorPort"	"214"	"3"	"0x40000000c0000000"	"4611686018427387904, 2147483648, 1073741824, "	", WMI, IOCTL, "	", WMI request, Device I/O control request, "
"Microsoft-Windows-StorPort"	"233"	"2"	"0x4000000100000000"	"4611686018427387904, 4294967296, "	", Power, "	", Power request, "
"Microsoft-Windows-AppXDeployment-Server"	"7980"	"2"	"0x4000000200000000"	"4611686018427387904, 8589934592, "	", UPDATE_MIGRATION_TASK_DEH_KEYWORD, "	", UpdateMigrationTask Extension Handler Keyword, "
"Microsoft-Windows-AppXDeployment-Server"	"8230"	"2"	"0x4000000400000000"	"4611686018427387904, 17179869184, "	", WEB_ACCOUNT_PROVIDER_DEH_KEYWORD, "	", WebAccountProvider Extension Handler Keyword, "
"Microsoft-Windows-NCSI"	"4012"	"3"	"0x4000000400000020"	"4611686018427387904, 17179869184, 32, "	", ut:L3ConnectPath, LwtDiagnostic, "	", , , "
"Microsoft-Windows-StorDiag"	"219"	"3"	"0x4000000600000000"	"4611686018427387904, 17179869184, 8589934592, "	", Enum, PnP, "	", Device enumeration handling, PnP request, "
"Microsoft-Windows-Diagnosis-Scripted"	"402"	"2"	"0x4000000800000000"	"4611686018427387904, 34359738368, "	", lifecycle, "	", Lifecycle Keyword, "
"Microsoft-Windows-AppXDeployment-Server"	"8300"	"2"	"0x4000002000000000"	"4611686018427387904, 137438953472, "	", DIALPROTOCOL_DEH_KEYWORD, "	", DialProtocol Extension Handler Keyword, "
"Microsoft-Windows-Wired-AutoConfig"	"20033"	"3"	"0x4000002000000001"	"4611686018427387904, 137438953472, 1, "	", ut:Authentication, AutoConf, "	", , , "
"Microsoft-Windows-Wired-AutoConfig"	"21013"	"3"	"0x4000002000000002"	"4611686018427387904, 137438953472, 2, "	", ut:Authentication, MSM, "	", , , "
"Microsoft-Windows-Wired-AutoConfig"	"21001"	"3"	"0x4000002000000004"	"4611686018427387904, 137438953472, 4, "	", ut:Authentication, DeviceLayer, "	", , , "
"Microsoft-Windows-AppXDeployment-Server"	"8353"	"2"	"0x4000004000000000"	"4611686018427387904, 274877906944, "	", AOWAPP_DEH_KEYWORD, "	", AoW App Extension Handler Keyword, "
"Microsoft-Windows-NetworkProvisioning"	"1005"	"3"	"0x4000004000000001"	"4611686018427387904, 274877906944, 1, "	", ut:Configuration, XmlValidation, "	", , , "
"Microsoft-Windows-NetworkProvisioning"	"10000"	"4"	"0x4000004000000018"	"4611686018427387904, 274877906944, 16, 8, "	", ut:Configuration, Service, Diagnostics, "	", , , , "
"Microsoft-Windows-NetworkProvisioning"	"10002"	"4"	"0x4000004000000028"	"4611686018427387904, 274877906944, 32, 8, "	", ut:Configuration, Profile, Diagnostics, "	", , , , "
"Microsoft-Windows-NetworkProvisioning"	"10003"	"5"	"0x4000004000000068"	"4611686018427387904, 274877906944, 64, 32, 8, "	", ut:Configuration, Metadata, Profile, Diagnostics, "	", , , , , "
"Microsoft-Windows-NetworkProvisioning"	"5005"	"3"	"0x4000004000000080"	"4611686018427387904, 274877906944, 128, "	", ut:Configuration, ActivationTask, "	", , , "
"Microsoft-Windows-NetworkProvisioning"	"20000"	"4"	"0x4000004000000108"	"4611686018427387904, 274877906944, 256, 8, "	", ut:Configuration, ProvisioningAgent, Diagnostics, "	", , , , "
"Microsoft-Windows-NetworkProvisioning"	"11000"	"4"	"0x4000004000000208"	"4611686018427387904, 274877906944, 512, 8, "	", ut:Configuration, Notifications, Diagnostics, "	", , , , "
"Microsoft-Windows-NetworkProvisioning"	"6000"	"3"	"0x4000004000000400"	"4611686018427387904, 274877906944, 1024, "	", ut:Configuration, PurgeTask, "	", , , "
"Microsoft-Windows-PersistentMemory-PmemDisk"	"3"	"2"	"0x4000008000000000"	"4611686018427387904, 549755813888, "	", IO_Performance, "	", IO Performance measurement, "
"Microsoft-Windows-NDIS"	"10002"	"3"	"0x4000008000000002"	"4611686018427387904, 549755813888, 2, "	", ut:Global, PnP, "	", , , "
"Microsoft-Windows-TCPIP"	"1303"	"3"	"0x4000008000002000"	"4611686018427387904, 549755813888, 8192, "	", ut:Global, ut:TcpipCsDiag, "	", , , "
"Microsoft-Windows-NDIS"	"10003"	"4"	"0x4000008000004002"	"4611686018427387904, 549755813888, 16384, 2, "	", ut:Global, LwtDiagnostic, PnP, "	", , , , "
"Microsoft-Windows-AppXDeployment-Server"	"8451"	"2"	"0x4000010000000000"	"4611686018427387904, 1099511627776, "	", PHONECALLORIGIN_DEH_KEYWORD, "	", PhoneCallOriginProvider Extension Handler Keyword, "
"Microsoft-Windows-AppXDeployment-Server"	"8501"	"2"	"0x4000020000000000"	"4611686018427387904, 2199023255552, "	", WMIPROVIDER_EXTENSION_KEYWORD, "	", WmiProvider Extension Handler Keyword, "
"Microsoft-Windows-NDIS"	"10325"	"4"	"0x4000020000004010"	"4611686018427387904, 2199023255552, 16384, 16, "	", ut:PiiPresent, LwtDiagnostic, Power, "	", , , , "
"Microsoft-Windows-AppXDeployment-Server"	"10050"	"2"	"0x4000040000000000"	"4611686018427387904, 4398046511104, "	", LXP_DEH_KEYWORD, "	", Local Experience Pack Extension Handler Keyword, "
"Microsoft-Windows-Hyper-V-VmSwitch"	"160"	"3"	"0x4000050000000000"	"4611686018427387904, 4398046511104, 1099511627776, "	", ut:Packet, ut:Dropped, "	", , , "
"Microsoft-Windows-AppXDeployment-Server"	"11001"	"2"	"0x4000080000000000"	"4611686018427387904, 8796093022208, "	", SERVER_EXTENSION_KEYWORD, "	", Server Common Extension Handler Keyword, "
"Microsoft-Windows-Kernel-Boot"	"5"	"2"	"0x4000200000000000"	"4611686018427387904, 35184372088832, "	", ms:Telemetry, "	", , "
"Microsoft-Windows-StateRepository"	"258"	"3"	"0x4000200000000001"	"4611686018427387904, 35184372088832, 1, "	", ms:Telemetry, STATEREPOSITORY_KEYWORD, "	", , StateRepository Keyword, "
"Microsoft-Windows-Kernel-Power"	"523"	"3"	"0x4000200000000008"	"4611686018427387904, 35184372088832, 8, "	", ms:Telemetry, po:Performance, "	", , , "
"Microsoft-Windows-NetworkProfile"	"10001"	"3"	"0x4000200000000020"	"4611686018427387904, 35184372088832, 32, "	", ut:StateTransition, LwtDiagnostic, "	", , , "
"Microsoft-Windows-Kernel-Power"	"135"	"4"	"0x4000200000000404"	"4611686018427387904, 35184372088832, 1024, 4, "	", ms:Telemetry, po:DiagnosticLight, po:Diagnostic, "	", , , , "
"Microsoft-Windows-Winlogon"	"1"	"3"	"0x4000200000010000"	"4611686018427387904, 35184372088832, 65536, "	", ms:Telemetry, PerfInstrumentation, "	", , , "
"Microsoft-Windows-Kernel-Boot"	"37"	"3"	"0x4000280000000000"	"4611686018427387904, 35184372088832, 8796093022208, "	", ms:Telemetry, LOG_TO_BOOTSTAT, "	", , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"12242"	"2"	"0x4000400000000000"	"4611686018427387904, 70368744177664, "	", HighLevelTriage, "	", , "
"Microsoft-Windows-AppXDeployment-Server"	"834"	"3"	"0x4000400000000001"	"4611686018427387904, 70368744177664, 1, "	", ms:Measures, APPXDEPLOYMENTSERVER_KEYWORD, "	", , AppXDeploymentServer Keyword, "
"Microsoft-Windows-Diagnostics-Networking"	"6100"	"3"	"0x4000400000000002"	"4611686018427387904, 70368744177664, 2, "	", ut:Diagnostic, ndf:NDFHelperClassEvents, "	", , Helper Class Events, "
"Microsoft-Windows-AppXDeployment-Server"	"340"	"3"	"0x4000400000000004"	"4611686018427387904, 70368744177664, 4, "	", ms:Measures, OSIM_KEYWORD, "	", , OSIM Keyword, "
"Microsoft-Windows-USB-USBHUB3"	"95"	"4"	"0x4000400000000005"	"4611686018427387904, 70368744177664, 4, 1, "	", ms:Measures, IRP, Default, "	", , , , "
"Microsoft-Windows-USB-USBHUB3"	"43"	"4"	"0x4000400000000011"	"4611686018427387904, 70368744177664, 16, 1, "	", ms:Measures, PnP, Default, "	", , , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"11005"	"4"	"0x4000400000000120"	"4611686018427387904, 70368744177664, 256, 32, "	", HighLevelTriage, WwanOid, LwtDiagnostic, "	", , , , "
"Microsoft-Windows-Kernel-Power"	"161"	"4"	"0x4000400000000404"	"4611686018427387904, 70368744177664, 1024, 4, "	", ms:Measures, po:DiagnosticLight, po:Diagnostic, "	", , , , "
"Microsoft-Windows-USB-MAUSBHOST"	"118"	"4"	"0x4000400000001001"	"4611686018427387904, 70368744177664, 4096, 1, "	", ms:Measures, HWVerifyHost, Default, "	", , , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"11022"	"5"	"0x4000400000001120"	"4611686018427387904, 70368744177664, 4096, 256, 32, "	", HighLevelTriage, InterfaceEnum, WwanOid, LwtDiagnostic, "	", , , , , "
"Microsoft-Windows-USB-USBHUB3"	"134"	"4"	"0x4000400000002001"	"4611686018427387904, 70368744177664, 8192, 1, "	", ms:Measures, HWVerifyHub, Default, "	", , , , "
"Microsoft-Windows-USB-USBHUB3"	"173"	"5"	"0x4000400000002401"	"4611686018427387904, 70368744177664, 8192, 1024, 1, "	", ms:Measures, HWVerifyHub, Enumeration, Default, "	", , , , , "
"Microsoft-Windows-USB-USBHUB3"	"198"	"4"	"0x4000400000004001"	"4611686018427387904, 70368744177664, 16384, 1, "	", ms:Measures, HWVerifyDevice, Default, "	", , , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"11009"	"5"	"0x4000400000004120"	"4611686018427387904, 70368744177664, 16384, 256, 32, "	", HighLevelTriage, ContextLifeCycle, WwanOid, LwtDiagnostic, "	", , , , , "
"Microsoft-Windows-USB-USBHUB3"	"82"	"5"	"0x4000400000004401"	"4611686018427387904, 70368744177664, 16384, 1024, 1, "	", ms:Measures, HWVerifyDevice, Enumeration, Default, "	", , , , , "
"Microsoft-Windows-AppXDeployment"	"302"	"3"	"0x4000400000010000"	"4611686018427387904, 70368744177664, 65536, "	", ms:Measures, AppXDeployment, "	", , , "
"Microsoft-Windows-USB-USBXHCI"	"34"	"4"	"0x4000400000080001"	"4611686018427387904, 70368744177664, 524288, 1, "	", ms:Measures, ControllerCommand, Default, "	", , , , "
"Microsoft-Windows-Mobile-Broadband-Experience-SmsRouter"	"1021"	"2"	"0x4001000000000000"	"4611686018427387904, 281474976710656, "	", win:ResponseTime, "	", Response Time, "
"Microsoft-Windows-Kernel-Power"	"121"	"5"	"0x4001000000000809"	"4611686018427387904, 281474976710656, 2048, 8, 1, "	", win:ResponseTime, po:PerformanceLight, po:Performance, po:Scenario, "	", Response Time, , , , "
"Microsoft-Windows-PushNotifications-Platform"	"1300"	"3"	"0x4001000000004000"	"4611686018427387904, 281474976710656, 16384, "	", win:ResponseTime, wpnprv, "	", Response Time, Connection Provider, "
"Microsoft-Windows-NetworkProfile"	"4003"	"3"	"0x4001200000000000"	"4611686018427387904, 281474976710656, 35184372088832, "	", win:ResponseTime, ut:StateTransition, "	", Response Time, , "
"Microsoft-Windows-NCSI"	"4009"	"4"	"0x4001200000000020"	"4611686018427387904, 281474976710656, 35184372088832, 32, "	", win:ResponseTime, ut:StateTransition, LwtDiagnostic, "	", Response Time, , , "
"Microsoft-Windows-PrintService"	"805"	"2"	"0x4004000000000000"	"4611686018427387904, 1125899906842624, "	", win:WDIDiag, "	", WDI Diag, "
"Microsoft-Windows-Eventlog"	"1106"	"2"	"0x4020000000000000"	"4611686018427387904, 9007199254740992, "	", win:AuditSuccess, "	", Audit Success, "
"Microsoft-Windows-CertificateServicesClient-CredentialRoaming"	"1006"	"1"	"0x8000000000000000"	"-9223372036854775808, "		
"Microsoft-Windows-WebAuth"	"1204"	"2"	"0x8000000000000001"	"-9223372036854775808, 1, "	", AuthHost, "	", AuthHost, "
"Microsoft-Windows-Immersive-Shell"	"2493"	"2"	"0x8000000000000002"	"-9223372036854775808, 2, "	", PLMComponent, "	", Process Lifetime Manager, "
"Microsoft-Windows-WebAuthN"	"1002"	"3"	"0x8000000000000003"	"-9223372036854775808, 2, 1, "	", Ctap, WebAuthN, "	", Ctap, WebAuthN, "
"Microsoft-Windows-Winsock-AFD"	"1003"	"2"	"0x8000000000000004"	"-9223372036854775808, 4, "	", AFD_KW_SOURCE_WINSOCK, "	", Winsock initiated event, "
"Microsoft-AppV-Client"	"4"	"3"	"0x8000000000000005"	"-9223372036854775808, 4, 1, "	", Logon, Startup, "	", Logon, Startup, "
"Microsoft-Windows-AAD"	"1108"	"3"	"0x8000000000000006"	"-9223372036854775808, 4, 2, "	", Analytic, Error, "	", Analytic, Error, "
"Microsoft-Windows-WebAuthN"	"1103"	"4"	"0x8000000000000007"	"-9223372036854775808, 4, 2, 1, "	", Cbor, Ctap, WebAuthN, "	", Cbor, Ctap, WebAuthN, "
"Microsoft-Windows-TCPIP"	"1366"	"2"	"0x8000000000000008"	"-9223372036854775808, 8, "	", ut:TcpipBind, "	", , "
"Microsoft-Windows-WebAuthN"	"2213"	"3"	"0x800000000000000a"	"-9223372036854775808, 8, 2, "	", Usb, Ctap, "	", Usb, Ctap, "
"Microsoft-Windows-EDP-Audit-Regular"	"201"	"2"	"0x8000000000000010"	"-9223372036854775808, 16, "	", EDP-Audit-Keyword-DataCopied, "	", Windows Information Protection Audit Data Copied Keyword, "
"Microsoft-Windows-WebAuthN"	"2316"	"3"	"0x8000000000000012"	"-9223372036854775808, 16, 2, "	", Nfc, Ctap, "	", Nfc, Ctap, "
"Microsoft-Windows-WindowsUpdateClient"	"17"	"3"	"0x8000000000000014"	"-9223372036854775808, 16, 4, "	", success, download, "	", Success, Download, "
"Microsoft-Windows-HttpService"	"10"	"4"	"0x8000000000000016"	"-9223372036854775808, 16, 4, 2, "	", HTTP_KEYWORD_CONNECTION, HTTP_KEYWORD_RESPONSE, HTTP_KEYWORD_REQUEST, "	", Flagged on all HTTP events occurring on a connection, Flagged on all HTTP events dealing with response handling, Flagged on all HTTP events dealing with request processing, "
"Microsoft-Windows-WindowsUpdateClient"	"19"	"3"	"0x8000000000000018"	"-9223372036854775808, 16, 8, "	", success, install, "	", Success, Installation, "
"Microsoft-Windows-SmartCard-Audit"	"100"	"5"	"0x800000000000001d"	"-9223372036854775808, 16, 8, 4, 1, "	", PIN, CHV, SmartCard, AuditFailure, "	", PIN, CHV, Smart Card, Audit Failure, "
"Microsoft-Windows-SmartCard-Audit"	"101"	"5"	"0x800000000000001e"	"-9223372036854775808, 16, 8, 4, 2, "	", PIN, CHV, SmartCard, AuditSuccess, "	", PIN, CHV, Smart Card, Audit Success, "
"Microsoft-Windows-Kernel-Power"	"125"	"2"	"0x8000000000000020"	"-9223372036854775808, 32, "	", po:Thermal, "	", , "
"Microsoft-Windows-PrintService"	"866"	"3"	"0x8000000000000021"	"-9223372036854775808, 32, 1, "	", SPOOLER_KEYWORD_PRINTER, SPOOLER_KEYWORD_LOCALSPL, "	", Printer, Local Spooler, "
"Microsoft-Windows-WebAuthN"	"2402"	"3"	"0x8000000000000022"	"-9223372036854775808, 32, 2, "	", Test, Ctap, "	", Test, Ctap, "
"Microsoft-Windows-AAD"	"1114"	"3"	"0x8000000000000024"	"-9223372036854775808, 32, 4, "	", Warning, Analytic, "	", Warning, Analytic, "
"Microsoft-Windows-HttpService"	"69"	"4"	"0x8000000000000026"	"-9223372036854775808, 32, 4, 2, "	", HTTP_KEYWORD_CACHE, HTTP_KEYWORD_RESPONSE, HTTP_KEYWORD_REQUEST, "	", Flagged on all HTTP events dealing with URI cache, Flagged on all HTTP events dealing with response handling, Flagged on all HTTP events dealing with request processing, "
"Microsoft-Windows-WindowsUpdateClient"	"24"	"3"	"0x8000000000000028"	"-9223372036854775808, 32, 8, "	", failure, install, "	", Failure, Installation, "
"Microsoft-Windows-TCPIP"	"1325"	"3"	"0x8000000000000030"	"-9223372036854775808, 32, 16, "	", ut:TcpipRoute, ut:TcpipInterface, "	", , , "
"Microsoft-Windows-WindowsUpdateClient"	"21"	"2"	"0x8000000000000040"	"-9223372036854775808, 64, "	", reboot, "	", Reboot, "
"Microsoft-Windows-WebAuthN"	"1041"	"3"	"0x8000000000000041"	"-9223372036854775808, 64, 1, "	", Ngc, WebAuthN, "	", Ngc, WebAuthN, "
"Microsoft-Windows-ReadyBoostDriver"	"30"	"3"	"0x8000000000000060"	"-9223372036854775808, 64, 32, "	", StoreDiag, ReadyBoot, "	", , , "
"Microsoft-Windows-WinNat"	"1016"	"8"	"0x800000000000007f"	"-9223372036854775808, 64, 32, 16, 8, 4, 2, 1, "	", ut:NatForward, ut:NatSkip, ut:NatDrop, ut:Configuration, ut:Translation, ut:Binding, ut:Session, "	", , , , , , , , "
"Microsoft-Windows-TCPIP"	"1455"	"2"	"0x8000000000000080"	"-9223372036854775808, 128, "	", ut:TcpipDiagnosis, "	", , "
"Microsoft-AppV-Client"	"2005"	"3"	"0x8000000000000081"	"-9223372036854775808, 128, 1, "	", Catalog, Startup, "	", Catalog, Startup, "
"Microsoft-AppV-Client"	"2003"	"4"	"0x8000000000000085"	"-9223372036854775808, 128, 4, 1, "	", Catalog, Logon, Startup, "	", Catalog, Logon, Startup, "
"Microsoft-Windows-TCPIP"	"1145"	"3"	"0x80000000000000a0"	"-9223372036854775808, 128, 32, "	", ut:TcpipDiagnosis, ut:TcpipRoute, "	", , , "
"Microsoft-AppV-Client"	"1058"	"2"	"0x8000000000000100"	"-9223372036854775808, 256, "	", Publishing, "	", Publishing, "
"Microsoft-Windows-PrintService"	"869"	"3"	"0x8000000000000101"	"-9223372036854775808, 256, 1, "	", SPOOLER_KEYWORD_DRIVER, SPOOLER_KEYWORD_LOCALSPL, "	", Print Driver, Local Spooler, "
"Microsoft-Windows-HttpService"	"1"	"3"	"0x8000000000000102"	"-9223372036854775808, 256, 2, "	", HTTP_KEYWORD_REQUEST_QUEUE, HTTP_KEYWORD_REQUEST, "	", Flagged on all HTTP events triggered on a request queue, Flagged on all HTTP events dealing with request processing, "
"Microsoft-AppV-Client"	"4009"	"2"	"0x8000000000000200"	"-9223372036854775808, 512, "	", EmbeddedScripting, "	", Embedded Scripting, "
"Microsoft-Windows-HttpService"	"20"	"3"	"0x8000000000000201"	"-9223372036854775808, 512, 1, "	", HTTP_KEYWORD_SSL, HTTP_KEYWORD_SETUP, "	", Flagged on all HTTP events handling SSL interactions, Flagged on all HTTP events dealing with service setup, "
"Microsoft-Windows-HttpService"	"40"	"3"	"0x8000000000000202"	"-9223372036854775808, 512, 2, "	", HTTP_KEYWORD_SSL, HTTP_KEYWORD_REQUEST, "	", Flagged on all HTTP events handling SSL interactions, Flagged on all HTTP events dealing with request processing, "
"Microsoft-Windows-HttpService"	"63"	"3"	"0x8000000000000204"	"-9223372036854775808, 512, 4, "	", HTTP_KEYWORD_SSL, HTTP_KEYWORD_RESPONSE, "	", Flagged on all HTTP events handling SSL interactions, Flagged on all HTTP events dealing with response handling, "
"Microsoft-Windows-HttpService"	"41"	"4"	"0x8000000000000206"	"-9223372036854775808, 512, 4, 2, "	", HTTP_KEYWORD_SSL, HTTP_KEYWORD_RESPONSE, HTTP_KEYWORD_REQUEST, "	", Flagged on all HTTP events handling SSL interactions, Flagged on all HTTP events dealing with response handling, Flagged on all HTTP events dealing with request processing, "
"Microsoft-Windows-HttpService"	"91"	"3"	"0x8000000000000208"	"-9223372036854775808, 512, 8, "	", HTTP_KEYWORD_SSL, HTTP_KEYWORD_ENDPOINT, "	", Flagged on all HTTP events handling SSL interactions, Flagged on all HTTP events dealing with endpoints, "
"Microsoft-Windows-HttpService"	"34"	"3"	"0x8000000000000210"	"-9223372036854775808, 512, 16, "	", HTTP_KEYWORD_SSL, HTTP_KEYWORD_CONNECTION, "	", Flagged on all HTTP events handling SSL interactions, Flagged on all HTTP events occurring on a connection, "
"Microsoft-Windows-HttpService"	"39"	"4"	"0x8000000000000212"	"-9223372036854775808, 512, 16, 2, "	", HTTP_KEYWORD_SSL, HTTP_KEYWORD_CONNECTION, HTTP_KEYWORD_REQUEST, "	", Flagged on all HTTP events handling SSL interactions, Flagged on all HTTP events occurring on a connection, Flagged on all HTTP events dealing with request processing, "
"Microsoft-Windows-PrintService"	"242"	"3"	"0x8000000000000220"	"-9223372036854775808, 512, 32, "	", SPOOLER_KEYWORD_SETUP, SPOOLER_KEYWORD_PRINTER, "	", Printer Setup, Printer, "
"Microsoft-Windows-PrintService"	"232"	"3"	"0x8000000000000300"	"-9223372036854775808, 512, 256, "	", SPOOLER_KEYWORD_SETUP, SPOOLER_KEYWORD_DRIVER, "	", Printer Setup, Print Driver, "
"Microsoft-Windows-HttpService"	"45"	"2"	"0x8000000000000400"	"-9223372036854775808, 1024, "	", HTTP_KEYWORD_AUTHENTICATION, "	", Flagged on all HTTP events handling authentication (SSPI) and authentication cache, "
"Microsoft-Windows-TCPIP"	"1392"	"3"	"0x8000000000000401"	"-9223372036854775808, 1024, 1, "	", ut:Endpoint, ut:TcpipEndpoint, "	", , , "
"Microsoft-Windows-Kernel-Power"	"42"	"3"	"0x8000000000000404"	"-9223372036854775808, 1024, 4, "	", po:DiagnosticLight, po:Diagnostic, "	", , , "
"Microsoft-Windows-TCPIP"	"1053"	"4"	"0x8000000000000409"	"-9223372036854775808, 1024, 8, 1, "	", ut:Endpoint, ut:TcpipBind, ut:TcpipEndpoint, "	", , , , "
"Microsoft-Windows-Kernel-Power"	"107"	"4"	"0x8000000000000444"	"-9223372036854775808, 1024, 64, 4, "	", po:DiagnosticLight, po:PerfTrackContext, po:Diagnostic, "	", , , , "
"Microsoft-Windows-TCPIP"	"1067"	"4"	"0x8000000000000484"	"-9223372036854775808, 1024, 128, 4, "	", ut:Endpoint, ut:TcpipDiagnosis, ut:TcpipTcb, "	", , , , "
